idDatosGrasas,Aceite Base,Espesante,Grado NLGI Consistencia,Viscosidad del Aceite Base a 40°C. cSt,"Penetración de Cono a 25°C, 0.1mm","Punto de Gota, °C","Estabilidad Mecánica, %","Punto de Soldadura Cuatro Bolas, kgf","Desgaste Cuatro Bolas, mm","Carga Timken Ok, lb","Resistencia al Lavado por Agua a 80°C, %",Factor de Velocidad,"Temperatura de Servicio °C, min","Temperatura de Servicio °C, max",descripcion,color,textura
24,4,2,3.0,85.74476608265174,235.0566799806684,251.7930252603693,3.0786454952842988,260.0553792471231,-99.0,42.70878689698031,3.134305707817538,774639.3714791014,-4.894032807265243,165.15933542227543,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
47,4,-99,1.5,40.0,338.1735175473488,229.47073760238177,14.933779070617254,250.0,-99.0,40.296096002062065,4.075857056644898,1038296.7964099144,-10.823884176950253,152.06744995712708,"El producto es una grasa lubricante para aplicaciones de alta velocidad en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.
Los ingredientes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations). ",5,0
28,4,0,2.5,106.28508777867947,290.0323993703098,306.2316752116314,1.3991334024030522,510.3265384037897,0.35,40.0,0.01947819779448838,903661.2887694845,-5.494648106967731,173.135938535943,"El producto es una grasa lubricante formulada con una base altamente resistente a la humedad y medios quÃ­micos comÃºn-mente utilizados en la industria alimenticia.
Se recomienda para aplicaciones especiales y generales en la industria alimenticia, resistente a altas temperaturas, condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.",4,0
30,1,1,1.5,721.1737147519293,315.65811745785317,261.7161134516742,6.648642829735192,662.447019235766,0.48,53.14102298076977,1.5201429754603437,208658.29995022612,-10.40389427073072,147.22355487712395,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
51,0,6,2.0,238.08532548127798,310.6583738263024,312.2267010538515,7.6662952684285255,330.48755109406386,0.5,40.0,3.0618732782314133,752577.3458356438,-5.427815923194138,167.63970035122568,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
25,4,-99,0.0,191.15793380693944,302.7562825725159,266.15966425297637,4.109451454538027,314.97088609855234,-99.0,41.49906154759532,2.41620598543052,504566.07217486505,-5.032379538828124,166.809448724087,"El producto es una grasa lubricante para aplicaciones en la industria alimenticia,  en donde se requiere una alta resistencia a condiciones de humedad, vapores Ã¡cidos y desinfectantes utilizados en la industria alimenticia.
Los componentes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn el CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations) .",7,0
44,5,4,2.5,202.06257242213323,360.2756217114045,194.01724630376637,8.254289839047456,318.7765953400535,0.5,45.17683271884973,4.045856998728972,-99.0,-19.417609247296625,90.0,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
13,2,0,2.0,474.15455745150587,323.75491441255303,305.8355016502201,0.8252815236097035,517.3626294925541,-99.0,64.01763033664344,0.41440158539934,-99.0,-19.655972538947275,194.3604365809273,"El producto es una grasa lubricante de servicio pesado, espesada con un novedoso jabÃ³n de complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua, posee excelentes propiedades de lubricaciÃ³n en condiciones de cargas severas y de extrema presiÃ³n, junto con su propiedad de sellar eficazmente contra influencias ambientales y en especial del agua.",3,0
44,5,4,3.0,225.68018833676342,370.5773636661845,199.85803968504547,7.9517768835239115,313.83413394581015,0.5,42.29355220348587,4.003130066462311,-99.0,-19.27510393234148,90.52894033528347,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
1,0,0,0.0,735.7700038521915,283.55459497724536,309.95798328455925,1.0198140076791005,530.4323576547667,-99.0,62.58072267608301,0.5607145798154494,195494.80386108134,4.740337642845102,222.88145190984397,"El producto es grasa lubricante de servicio pesado, espesada con jabÃ³n complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua.
El producto posee excelentes propiedades sellantes, de resistencia a la humedad, mantiene alta protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste excepcionales. ",0,0
18,-99,3,0.0,702.8935018397067,287.484880391608,10008.454286669057,8.257203613746741,754.2249925653922,-99.0,-99.0,4.861081773734111,-99.0,4.742750096437603,209.14527636015998,"El producto es una grasa lubricante que posee excelentes propiedades de lubricaciÃ³n en condiciones de alta temperatura y extrema presiÃ³n.
Especialmente diseÃ±ada para soportar condiciones de alta fricciÃ³n y temperatura en las peletizadoras de madera, contiene un conjunto de aditivos y lubricantes sÃ³lidos que le permiten mantener condiciones lubricantes de emergencia bajo condiciones de carga, fricciÃ³n y vibraciÃ³n, es altamente estable a la temperatura no perdiendo su estructura con los cambios.",4,1
46,5,4,1.5,251.42926527958122,278.84999627954016,286.1713585416053,4.888290443121853,309.96353008317095,0.5,44.81771532419151,2.896083144854536,-99.0,-19.14363911411597,90.0,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
23,4,2,1.0,101.05992291151686,272.92038133655785,253.2550266470743,3.031464231259415,250.0,-99.0,42.705496910776716,2.9998497350035125,889441.995956001,-10.776620249217059,162.6190280790167,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
36,3,5,2.0,126.02031712538492,299.25224087523407,232.46342518768208,6.385826241606993,298.579172530078,-99.0,43.82046144405354,2.3772570516638774,393650.56727534125,-14.513722633936677,109.20100452255964,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
26,4,-99,1.5,202.87468452167707,260.2228660976943,277.1335546620546,5.813961193133631,285.8013711520199,-99.0,40.90824729367245,2.4908889836658483,349071.71960592206,-5.013131785810757,161.44866689198042,"El producto es una grasa lubricante para aplicaciones en la industria alimenticia,  en donde se requiere una alta resistencia a condiciones de humedad, vapores Ã¡cidos y desinfectantes utilizados en la industria alimenticia.
Los componentes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn el CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations) .",7,0
44,5,4,2.5,210.57238218348948,376.18393952090787,194.71282367172967,8.092308805479986,327.38088420659636,0.5,47.63176275604654,4.001235400675102,-99.0,-19.612268138431197,92.83577570842738,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
18,-99,3,2.0,661.0440469333633,289.76303559451947,9778.065983067376,7.806391076627729,858.0301564824645,-99.0,-99.0,5.017857879959081,-99.0,5.206840057168497,219.92578052649932,"El producto es una grasa lubricante que posee excelentes propiedades de lubricaciÃ³n en condiciones de alta temperatura y extrema presiÃ³n.
Especialmente diseÃ±ada para soportar condiciones de alta fricciÃ³n y temperatura en las peletizadoras de madera, contiene un conjunto de aditivos y lubricantes sÃ³lidos que le permiten mantener condiciones lubricantes de emergencia bajo condiciones de carga, fricciÃ³n y vibraciÃ³n, es altamente estable a la temperatura no perdiendo su estructura con los cambios.",4,1
11,1,0,2.5,808.4659578891049,271.66064418180906,306.69493506168817,1.5121784967921883,938.4441753624852,0.5,65.74312360144549,2.8267183427928524,287041.06220309663,-8.119058704748694,144.23551696062762,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
21,3,2,1.0,190.58300585378487,468.1180138696796,106.75665786473475,-99.0,323.63490334537084,-99.0,40.43329638175206,-99.0,311226.5743849156,-5.079706925748906,153.90067397425483,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en estas industrias.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
37,3,5,2.5,135.64200063329645,300.0506414926977,241.0429110924686,5.374497438248982,322.2013197189165,-99.0,43.80431050163011,2.5165827562755045,382186.8140065226,-15.625011956760247,110.61094308291821,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
9,1,0,1.5,702.2328556609923,308.11566835431796,312.0735491811949,1.6263659363357286,941.4227908786338,0.5,72.1162211561931,3.075725384148105,300508.692679482,-29.783349092425805,146.35704860935508,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
6,1,1,1.0,646.1095592306705,266.7261140906646,264.23823765323397,6.372355002899725,572.0332310435833,0.48,53.36986352042141,1.5096830281932376,-99.0,-4.655540667680165,156.7928690450732,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
32,1,1,1.0,578.1519320729532,276.17878346929683,256.2850215057878,6.287660840396945,582.7104209680251,0.48,52.36797570887725,1.382923016649984,200525.30291322793,-4.702161512890216,148.4866612547651,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
29,1,0,3.0,3895.9295106647796,366.79962861367426,140.59781101657433,1.5246295224460233,586.5792967655649,0.45,62.62290363198799,-99.0,-99.0,-4.623498845810008,147.36852402016424,"El producto es un lubricante especial para sistemas de engranajes abiertos sujetos a grandes presiones en aplicaciones de minerÃ­a.
EstÃ¡ formulado con una mezcla de bÃ¡sicos de alta viscosidad, aditivos de adherencia asÃ­ como de extrema presiÃ³n, antidesgaste, y anti-corrosivos que proveen una pelÃ­cula lubricante de gran polaridad que previene el contacto entre las superficies de los dientes evitando asÃ­ el desgaste y aportando alta resistencia a las condiciones medioambientales. ",1,3
30,1,1,0.0,679.7155126080881,296.1943943376808,253.4686629021131,6.805909896994871,594.0653541280216,0.48,46.731940193866095,1.5097741244697522,197729.19057346505,-9.897468492693495,144.54955453120044,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
